OrderID,ProductID,Quantity,OrderDate,CustomerPhone,ProductCategory
1187,178,3,2023-02-28,+10979886394,Electronics
1188,178,3,2023-11-04,+19885948469,Home & Kitchen
1189,120,2,2023-09-15,+17611030495,Electronics
1190,171,5,2023-07-08,+15159114464,Home & Kitchen
1191,155,5,2023-01-09,+17947582201,Toys
1192,144,4,2023-06-15,+13207802160,Grocery
1193,191,1,2023-04-01,+16377377287,Electronics
1194,144,3,2023-04-18,+12271750850,Toys
1195,115,4,2023-11-16,+16306459448,Books
1196,187,2,2023-02-20,+13676741911,Grocery
1197,175,2,2023-12-28,+18648271307,Books
1198,177,2,2023-01-18,+16605379370,Clothing
1199,129,5,2024-01-04,+12378648171,Toys
1200,195,2,2023-07-27,+18055028379,Electronics
1201,182,1,2023-05-15,+11793111605,Clothing
1202,104,3,2023-06-16,+15129463453,Grocery
1203,128,2,2023-06-14,+13327893515,Toys
1204,165,3,2023-02-20,+12400180086,Home & Kitchen
1205,149,4,2023-04-13,+19316900036,Home & Kitchen
1206,149,5,2023-06-23,+10310682837,Electronics
1207,187,2,2023-07-12,+12492554703,Clothing
1208,157,1,2023-10-15,+13954201441,Grocery
1209,180,2,2023-06-16,+12352940347,Books
1210,141,2,2023-06-14,+12971778192,Books
1211,190,4,2023-10-25,+16750955633,Electronics
1212,166,1,2023-12-01,+16770447741,Home & Kitchen
1213,147,2,2023-10-31,+18811490351,Home & Kitchen
1214,117,1,2023-02-26,+16166511491,Toys
1215,120,5,2023-02-09,+16794460147,Toys
1216,138,1,2023-12-12,+10855560165,Toys
1217,164,4,2023-04-21,+19866903419,Books
1218,106,1,2023-03-29,+14860151305,Grocery
1219,122,1,2023-09-07,+17056108181,Grocery
1220,179,5,2023-08-12,+15929633841,Books
1221,174,5,2023-03-09,+16362011845,Clothing
1222,134,3,2023-12-21,+17710945966,Electronics
1223,140,1,2023-12-21,+18766958508,Home & Kitchen
1224,138,2,2023-02-04,+13530358971,Clothing
1225,121,5,2023-07-09,+19669814014,Toys
1226,134,5,2024-02-19,+11717140327,Toys
1227,132,4,2023-12-19,+19636358404,Clothing
1228,142,1,2023-01-03,+17568193146,Toys
1229,144,1,2023-09-25,+17162136178,Clothing
1230,199,1,2023-05-04,+13387258260,Toys
1231,141,4,2023-08-27,+19026876515,Grocery
1232,127,2,2023-06-16,+13293009326,Grocery
1233,148,2,2023-04-29,+10252184676,Clothing
1234,110,2,2023-10-08,+17114819665,Books
1235,168,3,2023-11-21,+10700361943,Grocery
1236,117,4,2023-02-10,+17987742578,Clothing
1237,103,4,2023-01-11,+14599182902,Toys
1238,194,3,2023-03-30,+19722341871,Home & Kitchen
1239,187,1,2023-10-04,+14644814897,Electronics
1240,129,2,2023-08-18,+13665884983,Clothing
1241,130,5,2023-10-23,+14922460199,Home & Kitchen
1242,175,2,2023-07-02,+16528280216,Electronics
1243,166,4,2023-04-04,+10858963631,Toys
1244,193,3,2023-08-01,+13125430665,Books
1245,160,3,2023-06-08,+16801832581,Home & Kitchen
1246,107,4,2024-02-05,+17778694817,Books
1247,151,4,2023-10-13,+12023171781,Toys
1248,173,3,2023-05-21,+12900894879,Electronics
1249,187,4,2024-01-07,+17234197191,Clothing
1250,164,2,2023-05-25,+11917241427,Home & Kitchen
1251,117,3,2024-02-05,+16212785410,Books
1252,140,3,2023-05-06,+18148069816,Books
1253,121,5,2023-06-28,+14524240920,Home & Kitchen
1254,194,2,2023-09-08,+15339456899,Clothing
1255,126,2,2023-02-12,+16501871835,Toys
1256,115,1,2023-02-08,+18336663197,Electronics
1257,117,5,2023-09-21,+19649712248,Home & Kitchen
1258,110,4,2024-01-04,+16189856667,Books
1259,117,3,2023-04-27,+19834390223,Home & Kitchen
1260,103,5,2023-10-27,+13207339390,Electronics
1261,173,1,2023-04-09,+14363637110,Electronics
1262,129,1,2023-01-21,+11828597781,Grocery
1263,167,2,2023-07-26,+16422048744,Grocery
1264,171,3,2023-05-02,+19418000756,Grocery
1265,180,1,2023-02-15,+15039155894,Home & Kitchen
1266,198,4,2023-06-14,+18958146060,Grocery
1267,104,2,2024-02-01,+17387471942,Grocery
1268,161,5,2024-01-04,+12616846489,Home & Kitchen
1269,190,3,2023-02-13,+12561571136,Toys
1270,106,2,2023-07-16,+14275187021,Home & Kitchen
1271,132,5,2023-05-17,+19328595111,Grocery
1272,181,1,2023-03-21,+12215326795,Grocery
1273,137,1,2023-08-11,+11076299745,Clothing
1274,127,2,2023-09-16,+16663678198,Grocery
1275,151,1,2023-11-13,+16992413587,Grocery
1276,178,2,2024-02-07,+11039345400,Home & Kitchen
1277,159,4,2023-01-17,+14076791157,Books
1278,186,1,2023-10-29,+19317723872,Electronics
1279,195,3,2023-12-29,+19657333118,Electronics
1280,108,1,2023-08-13,+19986953004,Books
1281,156,3,2023-02-03,+18872859686,Grocery
1282,129,2,2024-01-06,+15829112928,Toys
1283,128,3,2023-07-17,+13912373867,Home & Kitchen
1284,195,1,2023-10-18,+11050831225,Electronics
1285,134,5,2024-02-14,+15337630718,Home & Kitchen
1286,158,2,2023-12-04,+14531786771,Clothing
1287,181,3,2023-01-06,+11835413218,Electronics
1288,192,1,2023-12-22,+14074951913,Grocery
1289,116,1,2023-08-15,+10660993350,Grocery
1290,172,4,2024-01-25,+12294990301,Grocery
1291,159,4,2024-01-14,+13008117079,Electronics
1292,107,5,2023-11-16,+14442837264,Clothing
1293,112,2,2024-02-18,+15512322328,Clothing
1294,132,4,2024-01-25,+16905582442,Toys
1295,184,5,2024-01-08,+14797890111,Books
1296,175,3,2023-04-19,+14228536509,Books
1297,193,2,2023-02-20,+12024880931,Electronics
1298,140,2,2023-10-03,+18965245892,Electronics
1299,100,4,2023-04-05,+14089857508,Electronics
1300,184,2,2024-02-16,+17921366569,Books
1301,192,5,2023-08-20,+19420682937,Home & Kitchen
1302,177,2,2023-02-21,+17104977510,Clothing
1303,137,1,2023-03-04,+13086364807,Clothing
1304,147,5,2023-06-22,+15462189888,Electronics
1305,161,5,2023-09-23,+18196125627,Home & Kitchen
1306,150,2,2023-12-03,+19044480836,Clothing
1307,168,2,2023-02-24,+14659042358,Grocery
1308,176,4,2023-02-28,+19337909173,Grocery
1309,157,1,2023-08-26,+16780849051,Electronics
1310,104,4,2023-07-31,+17877212370,Books
1311,136,2,2023-06-10,+18836616025,Electronics
1312,180,1,2023-12-02,+12861613333,Home & Kitchen
1313,182,3,2023-10-22,+11847702458,Books
1314,137,4,2023-06-11,+12642939930,Clothing
1315,194,2,2023-05-08,+11174295961,Clothing
1316,135,5,2024-01-07,+15392902848,Toys
1317,148,5,2023-11-09,+11683911964,Clothing
1318,100,2,2023-12-22,+11344536028,Clothing
1319,149,3,2023-09-09,+12870972388,Clothing
1320,157,3,2023-06-01,+11319656422,Books
1321,109,1,2023-01-31,+18899651722,Toys
1322,150,5,2023-09-30,+16776284931,Home & Kitchen
1323,197,3,2023-12-19,+10375254982,Grocery
1324,148,4,2023-11-09,+14891491725,Clothing
1325,112,3,2023-07-07,+13786777369,Toys
1326,170,4,2023-07-12,+14532397426,Home & Kitchen
1327,136,5,2023-02-17,+18750266798,Clothing
1328,199,4,2023-09-18,+17757247631,Home & Kitchen
1329,136,2,2023-07-07,+11054513557,Grocery
1330,130,4,2023-06-02,+16535979850,Electronics
1331,119,2,2024-01-23,+10362634769,Books
1332,138,3,2024-01-23,+18247295565,Clothing
1333,144,2,2023-09-14,+10237524912,Toys
1334,135,5,2023-07-01,+12515039101,Toys
1335,114,5,2023-04-05,+15616313838,Electronics
1336,129,4,2023-04-13,+18232310835,Clothing
1337,151,5,2024-01-16,+17857229564,Home & Kitchen
1338,160,1,2023-04-20,+16037076931,Clothing
1339,181,4,2023-07-03,+18599183238,Grocery
1340,167,1,2024-01-23,+13908198594,Electronics
1341,129,5,2024-01-12,+17243463487,Electronics
1342,127,3,2023-07-02,+17173381892,Books
1343,103,3,2023-10-25,+19858215413,Toys
1344,133,5,2023-08-11,+13796895910,Grocery
1345,151,3,2023-06-03,+15339301051,Toys
1346,127,3,2023-11-11,+19124954468,Toys
1347,156,5,2023-11-23,+18270453011,Books
1348,121,5,2023-01-01,+13884125872,Toys
1349,139,1,2023-02-07,+13584670958,Grocery
1350,174,2,2023-04-24,+16609842600,Toys
1351,129,1,2023-08-13,+12457239109,Books
1352,129,4,2023-07-10,+17959027753,Home & Kitchen
1353,161,4,2023-09-24,+19037264382,Electronics
1354,158,3,2023-01-22,+12495236645,Home & Kitchen
1355,124,4,2023-07-19,+17478491820,Grocery
1356,116,3,2023-11-02,+12328884405,Home & Kitchen
1357,164,5,2023-06-11,+11774825776,Books
1358,198,2,2023-08-12,+10785007174,Books
1359,113,5,2023-01-16,+12647368532,Clothing
1360,101,5,2024-01-15,+10242765821,Electronics
1361,102,5,2023-05-28,+18623862366,Books
1362,166,3,2023-09-21,+19588341327,Clothing
1363,119,3,2023-10-06,+13595730065,Home & Kitchen
1364,176,2,2023-01-14,+13364804735,Electronics
1365,130,5,2023-04-14,+16925759046,Home & Kitchen
1366,139,2,2023-02-16,+18138418089,Clothing
1367,185,3,2023-02-08,+10019102058,Books
1368,177,5,2023-01-21,+11932158269,Books
1369,149,2,2023-02-05,+18736602136,Clothing
1370,126,4,2023-09-18,+19005876858,Clothing
1371,112,5,2024-01-25,+11864212629,Books
1372,164,4,2023-04-04,+15495361485,Books
1373,101,4,2023-12-14,+14708903749,Books
1374,136,1,2023-05-24,+15262023678,Books
1375,110,5,2023-04-25,+11335384348,Grocery
1376,132,2,2023-12-01,+18983015504,Toys
1377,128,2,2023-06-22,+19371391082,Home & Kitchen
1378,158,2,2023-11-17,+14938080960,Clothing
1379,166,4,2023-05-19,+14586585946,Toys
1380,192,5,2023-03-09,+16244874318,Clothing
1381,165,1,2024-01-08,+11563979452,Home & Kitchen
1382,177,3,2023-01-15,+16878469434,Home & Kitchen
1383,183,1,2023-08-04,+10250235533,Clothing
1384,147,2,2023-11-01,+14693892236,Toys
1385,181,1,2023-04-10,+19063848303,Home & Kitchen
1386,136,4,2024-01-29,+13984252476,Toys
1387,171,2,2023-07-29,+19041687081,Electronics
1388,153,1,2023-08-29,+14486368165,Grocery
1389,170,1,2023-06-21,+13231255308,Books
1390,109,3,2023-07-15,+11836816529,Home & Kitchen
1391,115,2,2023-05-20,+11361000629,Home & Kitchen
1392,118,3,2023-03-07,+12858932669,Books
1393,129,2,2023-10-11,+17563044462,Clothing
1394,153,3,2023-03-01,+11448138113,Toys
1395,160,1,2023-05-27,+12564046515,Books
1396,142,4,2023-05-21,+17919679041,Electronics
1397,182,3,2023-01-01,+12821594348,Clothing
1398,102,2,2023-02-20,+16884182027,Home & Kitchen
1399,129,5,2023-10-14,+14786216259,Books
1400,117,5,2023-03-20,+12268510867,Clothing
1401,135,3,2023-05-12,+10911244372,Home & Kitchen
1402,119,1,2023-11-18,+15009853149,Toys
1403,116,3,2023-04-19,+18807456116,Grocery
1404,123,4,2024-01-28,+12061745802,Electronics
1405,112,2,2023-04-26,+18119797453,Toys
1406,199,5,2023-12-25,+14765723887,Electronics
1407,156,2,2023-05-20,+10128943832,Books
1408,166,2,2023-05-03,+18788559321,Books
1409,120,3,2023-11-27,+16104247114,Books
1410,103,1,2023-07-31,+17406398436,Grocery
1411,181,2,2024-02-17,+13554293606,Clothing
1412,144,1,2023-05-18,+15292645301,Home & Kitchen
1413,138,4,2024-01-02,+16141107471,Clothing
1414,142,4,2023-04-05,+14330062105,Electronics
1415,174,1,2023-11-12,+15654352505,Grocery
1416,137,3,2023-12-21,+16413742060,Books
1417,140,3,2023-12-19,+13259869080,Books
1418,127,3,2023-11-01,+12995170201,Books
1419,104,5,2023-07-27,+18997727668,Grocery
1420,151,4,2024-01-26,+10717157610,Clothing
1421,122,4,2024-02-02,+15943474081,Toys
1422,137,2,2023-03-24,+18513048708,Home & Kitchen
1423,135,1,2023-06-10,+15609201836,Home & Kitchen
1424,130,5,2023-10-02,+11838551903,Grocery
1425,107,5,2023-03-25,+15242623591,Electronics
1426,188,2,2023-06-11,+15783370293,Grocery
1427,188,1,2023-05-12,+12465679197,Grocery
1428,115,3,2023-07-03,+18364572471,Electronics
1429,110,2,2023-12-15,+12386586206,Books
1430,119,3,2023-02-15,+13985600332,Electronics
1431,177,3,2023-06-10,+15682049566,Grocery
1432,156,3,2023-05-27,+16628582117,Electronics
1433,118,3,2023-07-09,+11044170751,Books
1434,171,4,2023-09-09,+19967479907,Clothing
1435,160,2,2024-02-15,+17033836038,Home & Kitchen
1436,124,5,2023-01-28,+14323988397,Books
1437,132,1,2023-10-19,+13785868354,Clothing
1438,139,4,2023-05-26,+18648040845,Electronics
1439,116,2,2023-05-05,+13451104065,Home & Kitchen
1440,152,3,2023-03-22,+13618696488,Books
1441,190,4,2023-02-24,+10387235130,Clothing
1442,180,1,2023-01-14,+19032726519,Clothing
1443,146,3,2023-08-21,+15968748679,Home & Kitchen
1444,196,2,2023-05-29,+17488287867,Toys
1445,194,4,2023-08-29,+11641418224,Home & Kitchen
1446,184,3,2023-09-27,+19967339568,Grocery
1447,123,4,2023-03-20,+18484048227,Grocery
1448,115,3,2023-01-13,+17515176160,Home & Kitchen
1449,144,3,2023-10-09,+10903362775,Toys
1450,183,3,2024-01-11,+18430560082,Toys
1451,155,4,2023-07-30,+14197442338,Toys
1452,198,5,2023-05-20,+13646777400,Electronics
1453,127,1,2023-08-19,+16494534035,Clothing
1454,145,4,2023-07-15,+12842238744,Electronics
1455,198,2,2023-12-04,+16235407831,Grocery
1456,181,1,2023-04-22,+12431686991,Toys
1457,187,1,2023-03-21,+15966671375,Grocery
1458,127,3,2023-10-02,+15252877914,Grocery
1459,177,2,2023-06-21,+12593681890,Clothing
1460,148,4,2023-05-22,+16282966043,Electronics
1461,187,3,2024-01-30,+18917212144,Clothing
1462,194,2,2023-05-06,+13908551109,Books
1463,105,2,2023-11-03,+19167250222,Grocery
1464,197,1,2023-12-27,+15781528212,Books
1465,198,2,2023-02-18,+12786685032,Grocery
1466,128,5,2023-03-10,+12443885705,Home & Kitchen
1467,165,2,2023-07-20,+19907715404,Electronics
1468,168,5,2023-01-07,+18909661114,Home & Kitchen
1469,185,3,2023-01-03,+18189620488,Home & Kitchen
1470,172,4,2023-07-25,+17748552321,Toys
1471,133,4,2024-01-23,+16817155345,Electronics
1472,199,5,2023-03-25,+12796879383,Clothing
1473,148,1,2023-08-19,+15007862697,Toys
1474,199,4,2023-10-10,+14797603424,Electronics
1475,189,2,2023-06-03,+16594473619,Electronics
1476,169,4,2023-05-12,+14330763927,Toys
1477,165,3,2023-01-29,+13590586028,Books
1478,199,2,2023-12-17,+10357610614,Electronics
1479,171,3,2023-08-12,+12092159996,Clothing
1480,101,4,2024-02-01,+11432189227,Electronics
1481,101,1,2023-07-09,+16715531400,Grocery
1482,171,2,2023-10-19,+16668509297,Toys
1483,125,3,2023-05-23,+17003850615,Toys
1484,177,5,2023-02-15,+18284577374,Electronics
1485,150,3,2023-04-24,+12877775569,Books
1486,127,5,2023-11-09,+15486932819,Electronics
1487,196,5,2024-02-19,+12203421699,Toys
1488,143,1,2023-11-20,+15876455725,Grocery
1489,119,5,2023-10-30,+18149936937,Grocery
1490,198,2,2023-07-17,+14285943974,Books
1491,145,4,2024-01-03,+14139064235,Home & Kitchen
1492,180,3,2023-07-11,+12211661968,Toys
1493,143,2,2023-09-03,+14517688568,Grocery
1494,167,5,2023-11-13,+10513151673,Toys
1495,108,2,2023-05-23,+19866822235,Home & Kitchen
1496,183,2,2024-02-17,+13110693587,Electronics
1497,146,1,2023-07-10,+19197626375,Clothing
1498,164,5,2023-05-27,+10416188952,Books
1499,120,2,2023-12-27,+10030819920,Home & Kitchen
1500,196,3,2024-01-31,+14515345611,Clothing
1501,198,1,2023-06-20,+10008723564,Clothing
1502,105,2,2023-07-24,+16078050126,Clothing
1503,185,3,2023-05-14,+18323427748,Home & Kitchen
1504,124,3,2023-08-18,+12958112994,Grocery
1505,102,5,2024-02-19,+15508627767,Books
1506,171,2,2023-06-05,+13890628563,Electronics
1507,175,5,2023-01-01,+15529846168,Grocery
1508,128,3,2024-02-13,+11385703494,Electronics
1509,195,2,2023-12-29,+11943893117,Clothing
1510,165,5,2023-09-26,+12572805996,Home & Kitchen
1511,180,5,2023-07-24,+14464914482,Books
1512,182,4,2023-12-28,+14302058157,Home & Kitchen
1513,114,1,2023-01-12,+18198006114,Clothing
1514,121,3,2023-01-04,+17913185803,Grocery
1515,169,3,2023-01-16,+19498720165,Electronics
1516,133,5,2023-05-04,+17077874598,Grocery
1517,102,3,2023-10-19,+16874730116,Books
1518,127,3,2023-04-03,+17154041154,Books
1519,119,2,2023-08-28,+14999819858,Grocery
1520,115,4,2023-05-24,+13098191366,Toys
1521,171,2,2023-01-19,+14119657332,Clothing
1522,129,2,2024-01-09,+17685832950,Home & Kitchen
1523,135,3,2023-11-10,+14778369587,Toys
1524,197,3,2023-10-05,+13087470232,Clothing
1525,148,3,2023-05-28,+14986651150,Books
1526,149,2,2024-01-04,+16662865928,Home & Kitchen
1527,180,2,2023-12-12,+16493072251,Grocery
1528,156,4,2023-05-13,+14022257288,Toys
1529,163,5,2023-04-22,+16489282949,Toys
1530,188,2,2023-04-03,+13625549666,Home & Kitchen
1531,158,3,2023-08-18,+13182961505,Electronics
1532,105,2,2023-08-25,+12992090810,Electronics
1533,151,1,2023-04-22,+18735798859,Clothing
1534,161,2,2023-06-01,+10593019649,Electronics
1535,183,2,2023-06-16,+14066397241,Grocery
1536,117,1,2023-01-06,+11516809658,Electronics
1537,145,4,2023-06-03,+14918605482,Home & Kitchen
1538,196,2,2023-04-22,+18322089318,Toys
1539,162,1,2024-01-28,+19185942197,Electronics
1540,122,1,2023-12-11,+17796326802,Grocery
1541,197,1,2023-03-06,+19788168914,Books
1542,109,4,2023-06-11,+16890698774,Grocery
1543,105,1,2023-11-16,+15876149231,Books
1544,176,5,2023-10-11,+16295466663,Books
1545,161,3,2023-09-21,+16150316764,Clothing
1546,142,5,2023-11-27,+10181810759,Grocery
1547,116,2,2023-02-23,+14182379436,Toys
1548,159,4,2023-04-26,+12470749136,Grocery
1549,117,4,2023-04-06,+17472399634,Electronics
1550,168,4,2024-02-10,+13779668213,Home & Kitchen
1551,160,2,2023-11-24,+19702823992,Clothing
1552,125,1,2023-05-27,+19718407993,Home & Kitchen
1553,114,2,2023-09-21,+14027042148,Grocery
1554,161,1,2023-10-22,+14838066845,Clothing
1555,153,1,2024-02-11,+14974036695,Electronics
1556,181,5,2023-08-02,+14162942391,Grocery
1557,129,1,2023-09-27,+17647186457,Toys
1558,170,2,2023-10-05,+15567133147,Clothing
1559,128,1,2023-03-08,+15152867362,Toys
1560,174,2,2023-01-31,+17633021618,Electronics
1561,105,4,2023-01-28,+18205658957,Toys
1562,184,5,2023-10-26,+12556507892,Home & Kitchen
1563,155,1,2023-12-21,+15104090049,Grocery
1564,150,4,2023-08-08,+17046662928,Grocery
1565,186,4,2023-02-24,+18750633611,Books
1566,153,2,2023-01-14,+14145759356,Grocery
1567,110,4,2023-01-29,+12026129165,Grocery
1568,143,4,2023-07-08,+11835462273,Grocery
1569,159,1,2023-02-07,+15579576557,Grocery
1570,130,3,2023-02-09,+11792988749,Clothing
1571,159,1,2024-01-22,+13272654722,Grocery
1572,114,3,2023-11-02,+12757986298,Home & Kitchen
1573,148,4,2023-09-16,+13116929361,Home & Kitchen
1574,156,3,2023-10-14,+16090206151,Grocery
1575,165,4,2023-02-24,+13960724193,Home & Kitchen
1576,107,1,2023-06-24,+15528860406,Electronics
1577,169,2,2023-07-02,+14506029821,Books
1578,115,3,2023-06-19,+14406519149,Books
1579,152,5,2023-11-28,+13662234257,Grocery
1580,132,2,2023-04-30,+10995846892,Grocery
1581,187,3,2023-05-16,+13070784209,Toys
1582,178,4,2023-02-26,+13807195103,Toys
1583,134,4,2023-11-06,+19797603972,Books
1584,129,4,2023-12-16,+12774147058,Toys
1585,151,4,2023-09-29,+15696314898,Toys
1586,189,4,2023-01-14,+14394462055,Books
1587,153,1,2023-11-06,+16723288502,Toys
1588,104,3,2023-01-27,+14032030056,Grocery
1589,164,2,2023-04-06,+13523767200,Grocery
1590,126,3,2023-08-25,+11795929279,Toys
1591,184,3,2023-04-17,+19261701816,Clothing
1592,105,1,2023-11-07,+17318769220,Clothing
1593,188,1,2023-04-15,+11535159643,Books
1594,117,4,2023-01-21,+19833856752,Grocery
1595,168,4,2023-12-24,+15269931656,Books
1596,156,3,2023-03-09,+13816823543,Home & Kitchen
1597,132,1,2023-09-17,+15917886078,Books
1598,181,2,2023-05-10,+17330818922,Clothing
1599,172,3,2023-11-01,+15568569023,Clothing
1600,173,1,2023-06-08,+18387745204,Books
1601,131,3,2023-10-20,+17904206081,Toys
1602,194,1,2024-01-16,+19300118380,Electronics
1603,173,3,2024-01-25,+15244781766,Clothing
1604,148,2,2023-07-09,+17520125314,Books
1605,199,1,2023-03-25,+19925091517,Clothing
1606,132,5,2023-11-14,+13217986583,Toys
1607,114,4,2023-10-28,+11694356551,Grocery
1608,161,1,2024-01-31,+17441468131,Home & Kitchen
1609,187,3,2024-01-20,+13147044016,Toys
1610,132,4,2023-08-06,+10702186220,Home & Kitchen
1611,156,3,2023-05-03,+12423532596,Electronics
1612,128,1,2023-03-25,+18878014594,Books
1613,143,3,2023-08-06,+19294185986,Books
1614,197,1,2023-11-15,+12444370717,Electronics
1615,150,1,2023-06-28,+15431541581,Grocery
1616,146,4,2023-09-28,+18218381773,Books
1617,172,1,2023-10-03,+13859249374,Books
1618,137,2,2024-02-07,+19170395692,Grocery
1619,102,5,2023-07-24,+13647049428,Books
1620,117,2,2023-12-14,+12598950757,Electronics
1621,115,1,2023-04-02,+17465687320,Books
1622,167,5,2023-03-23,+17698799047,Books
1623,185,3,2024-01-11,+10965960998,Grocery
1624,193,3,2023-04-23,+19911013493,Toys
1625,122,2,2023-05-19,+16962036767,Grocery
1626,182,4,2023-06-19,+11207654916,Books
1627,107,5,2024-01-07,+13085775346,Home & Kitchen
1628,155,5,2023-02-07,+13386051799,Electronics
1629,149,4,2023-06-18,+16906154045,Grocery
1630,126,3,2023-02-01,+11142401391,Clothing
1631,104,1,2023-05-06,+14595604279,Toys
1632,189,3,2023-10-07,+12348325740,Toys
1633,126,1,2023-07-12,+19030985167,Electronics
1634,160,3,2023-03-20,+18828131110,Books
1635,183,5,2023-01-28,+14646331821,Toys
1636,178,5,2023-12-24,+13342022598,Books
1637,118,1,2024-01-30,+13541815191,Electronics
1638,196,3,2023-07-04,+12470775818,Clothing
1639,191,1,2023-05-26,+19736452562,Electronics
1640,136,1,2024-01-19,+13033098269,Clothing
1641,120,3,2023-07-25,+13001638299,Clothing
1642,103,1,2023-11-28,+12114997398,Clothing
1643,118,1,2023-07-29,+13765410616,Electronics
1644,177,3,2023-07-06,+14696880378,Home & Kitchen
1645,151,2,2023-04-15,+15885632724,Home & Kitchen
1646,149,2,2023-10-22,+12550431052,Toys
1647,131,4,2023-09-17,+12842083973,Books
1648,197,2,2023-02-05,+18688669000,Books
1649,118,3,2023-03-22,+17760155642,Home & Kitchen
1650,112,1,2023-12-15,+11901133461,Books
1651,191,3,2023-09-27,+15976278553,Electronics
1652,198,5,2023-01-03,+15488974297,Electronics
1653,171,3,2023-06-04,+15535226316,Home & Kitchen
1654,194,2,2023-08-22,+11728366706,Electronics
1655,145,4,2023-07-24,+14255791543,Grocery
1656,180,1,2023-07-05,+10461044905,Home & Kitchen
1657,165,1,2023-12-24,+11111670200,Books
1658,188,2,2023-10-03,+10688029709,Clothing
1659,116,4,2023-05-23,+13083447796,Electronics
1660,145,5,2023-08-27,+15873350176,Grocery
1661,191,4,2023-02-20,+15344056332,Electronics
1662,137,4,2023-08-28,+17744382723,Toys
1663,150,2,2023-03-20,+17966349824,Books
1664,124,4,2023-11-11,+19501671640,Grocery
1665,148,1,2024-02-06,+16778517224,Home & Kitchen
1666,176,4,2023-12-11,+16375202268,Electronics
1667,104,2,2023-09-29,+19477969291,Clothing
1668,151,4,2023-06-23,+11092101122,Books
1669,146,4,2023-12-17,+17715326275,Grocery
1670,140,1,2023-05-04,+12418408604,Grocery
1671,114,1,2024-01-31,+17795312786,Grocery
1672,110,2,2023-09-21,+11035854613,Clothing
1673,127,3,2023-08-04,+12629924262,Electronics
1674,178,1,2023-05-06,+11721043747,Electronics
1675,113,2,2023-12-27,+14687779060,Home & Kitchen
1676,104,4,2023-08-08,+10516132318,Grocery
1677,186,1,2024-01-22,+17816181658,Clothing
1678,115,5,2023-10-04,+11822121841,Books
1679,129,2,2024-02-12,+18087684964,Home & Kitchen
1680,178,5,2023-11-11,+18402390074,Electronics
1681,142,1,2023-12-29,+11187256098,Books
1682,125,5,2023-01-04,+13449361247,Home & Kitchen
1683,175,3,2023-08-25,+10235349439,Books
1684,195,1,2023-10-13,+11533437356,Clothing
1685,191,4,2023-02-05,+18503797610,Toys
1686,122,2,2023-07-08,+11494276144,Home & Kitchen
1687,143,5,2024-01-07,+18476467117,Toys
1688,184,3,2023-10-10,+19097393586,Electronics
1689,155,5,2023-09-01,+14636076022,Grocery
1690,102,1,2023-12-07,+15369873145,Clothing
1691,125,5,2023-11-18,+18145271025,Home & Kitchen
1692,100,2,2023-08-03,+13503814319,Books
1693,195,5,2023-04-16,+16033603329,Grocery
1694,156,5,2023-06-13,+19418818559,Home & Kitchen
1695,170,4,2023-02-18,+15120104841,Clothing
1696,182,3,2023-04-14,+13106288377,Books
1697,186,5,2023-11-02,+17080766795,Home & Kitchen
1698,162,4,2024-02-21,+13813750990,Clothing
1699,146,5,2023-08-26,+14203492453,Books
1700,189,5,2023-12-12,+14918966446,Electronics
1701,177,3,2023-11-19,+17017593992,Grocery
1702,112,5,2024-02-12,+14619618651,Books
1703,162,3,2023-06-28,+16828553862,Books
1704,137,5,2023-01-13,+11671718854,Clothing
1705,183,3,2024-01-03,+11180025051,Books
1706,131,5,2023-11-02,+14394454023,Home & Kitchen
1707,128,3,2023-09-24,+14558198555,Home & Kitchen
1708,159,1,2023-07-20,+16646374280,Home & Kitchen
1709,183,5,2023-02-11,+18634265207,Electronics
1710,140,4,2024-01-04,+18023244999,Electronics
1711,189,5,2023-10-31,+12062003942,Grocery
1712,129,5,2023-02-12,+13467954680,Grocery
1713,128,4,2023-03-26,+15000358423,Grocery
1714,152,5,2023-08-06,+19348775346,Books
1715,142,1,2023-05-26,+15189486768,Grocery
1716,110,4,2023-08-22,+15960649381,Home & Kitchen
1717,184,4,2023-08-12,+13920937738,Electronics
1718,117,3,2023-03-04,+12368069193,Home & Kitchen
1719,100,3,2024-01-25,+17276896870,Clothing
1720,139,4,2023-09-30,+12152069651,Home & Kitchen
1721,138,4,2023-12-26,+13902281491,Home & Kitchen
1722,198,5,2023-08-18,+12865022527,Books
1723,165,1,2023-09-17,+17832979649,Clothing
1724,148,3,2023-05-13,+15174297186,Home & Kitchen
1725,186,2,2023-03-08,+14936220379,Toys
1726,145,5,2023-12-13,+15987231976,Toys
1727,149,5,2023-05-15,+14851539650,Toys
1728,122,1,2023-07-18,+11183223788,Electronics
1729,192,3,2023-01-05,+17196221887,Electronics
1730,165,2,2023-02-22,+14172025169,Grocery
1731,185,3,2023-09-11,+19531478291,Clothing
1732,166,3,2024-02-10,+10504161744,Clothing
1733,132,1,2023-08-08,+10240448488,Clothing
1734,150,5,2023-04-09,+12847293520,Clothing
1735,170,1,2023-05-09,+18716157142,Toys
1736,135,3,2023-10-13,+17222969583,Books
1737,123,2,2023-02-24,+16216901624,Clothing
1738,182,5,2023-11-02,+16978531446,Home & Kitchen
1739,189,1,2023-04-03,+17981716753,Clothing
1740,179,4,2023-02-23,+19705959160,Books
